text,label
we are a fullservice marketing and staffing firm serving companies ranging from fortune 100 to new startup organizations we work with job seekers in an equally broad range from light industrial temporary workers to executive level candidatesare you looking for a work from home opportunity where you can earn up to 2500 and more per week our online service representative position would be perfect for you set your own hours  make money every time you decide to work  work remotely from home  get paid weekly  if you have a computer with internet this is for you,1
title sr web designerlocation boca raton flwe are seeking an innovative creative and enthusiastic webdigital graphic designer to join the design team in boca raton fl this position entails creativity online marketing instincts and the ability to meld both into a finished product while meeting strict deadlines must be able to process a vast amount of information with great organizational skills to create and help produce websites landing pages emails and a variety of other online and offline projectsâ position responsibilitiesdevelop creative concepts for websites landing pages and email designs based on client objectivesconceptualize original branded designs as well as create designs based on existing design standardsdefine user requirements and build wireframes visual designs and mockups of the user interface for webbased projectsdevelop site navigationuphold current customersâ brand identity and adhere to their standardsfollow industry standard guidelines while continuing to be innovativecreate compositions that are visually stimulatingreach clientsâ converting expectations based on calls to actionjuggle multiple projects on tight deadlines without compromising qualityother duties that are within education and experience may be assigned for the betterment of the companyâ education knowledge job skillsabilitiesaccredited degree in graphic design advertising or related field preferred and 35 years of related experiencemust possess a comprehensive understanding of interactivity the web and the fundamentals of information architectureproficient in photoshop illustrator indesign bridgeskilled in typography layout color theoryproficient in svn ftp font managementhigh level working knowledge of html css javascript wordpress and grid systemsknowledge of web analytics and seo standardsdesign skills graphic design layout web design online advertising and internet marketingexcellent time management and prioritization skillsexcellent verbal written and communication skillshighly organized and detail orientedability to multitask and work efficiently under pressure to meet deadlines in a fastpaced environmentmust have a versatile attitude and be a selfmotivated and energetic team player with a very strong work ethic and cooperative attitudeâ,0
icampe technician  bakersfield ca mt posoprincipal duties and responsibilitiesâ calibrates tests maintains troubleshoots and installs all power plant instrumentation control systems and electrical equipmentperforms maintenance on motor control centers motor operated valves generators excitation equipment and motorsperforms preventive predictive and corrective maintenance on equipment coordinating work with various team membersdesigns and installs new equipment andor system modificationstroubleshoots and performs maintenance on dc backup power equipment process controls programmable logic controls plc and emission monitoring equipmentuses maintenance reporting system to record time and material use problem identified and corrected and further action required provides complete history of maintenance on equipmentschedule coordinate work with and monitor contractors on specific tasks as requiredfollows safe working practices at all timesidentifies safety hazards and recommends solutionsfollows environmental compliance work practicesidentifies environmental noncompliance problems and assist in implementing solutionsassists other team members and works with all departments to support generating station in achieving their performance goalstrains other team members in the areas of instrumentation control and electrical systemsperforms housekeeping assignments as directedconduct equipment and system tagging according to company and plant rules and regulationsperform equipment safety inspections as required and record results as appropriateâ participate in small construction projectsâ read and interpret drawings sketches prints and specifications as requiredorders parts as needed to affect maintenance and repairperforms operations tasks on an asneeded basis and other tasks as assignedavailable within a reasonable response time for emergency callins and overtime plus provide acceptable offhour contact by phone and company pagerâ â â â â â â â â excellent verbal and written communications skillsability to coordinate work activities with other team members on technical subjects across job familiesability to work weekends holidays and rotating shifts as required,1
adventure cow is looking for a production intern one or two days a week to help us develop and publish our first game intern will be responsible for a variety of tasks including research data entry and some physical assistance like moving things dont worry we wont send you to fetch us coffee some programming knowledge is a big plus as is familiarity with mantis and bug fixingcandidates should be very good withâ words and relatively proficient withâ google drive and computers inâ general interest in games andâ stories is highly encouragedabout adventure cowadventure cow buildsâ interactive books and the tools forâ the nonexpert to makeâ them our work ranges fromâ building cyoastyleâ gamebooks and rpgs toâ wildly novel experimentalâ fiction we are currently making our first game destinyquest infiniteâ â,0
job summaryunder the direction of the center education coordinator this position is responsible for providing comprehensive services in compliance with program guidelines policies and procedures preparing lesson and activity plans integrating the curriculum into the overall education program assessing and screening childrens learning and conducting assessments establishing individual learning plans maintaining active supervision of children communicating and working with parents on childrens development and conducting home visits and parent conferencesessential functions not all inclusiveresponsible for the development of weekly lesson plan in accordance with an approved curriculumimplements daily classroom schedules and activitiesâ assists children with social and emotional development by providing positive guidancefacilitates parents and volunteers professional development through orientation modeling coaching mentoring and providing opportunities to practice skillscoordinates the head start classroom environment by integrating information and services from all head start service areas and community partnersensures an attractive safe and healthy learning environmentensures appropriate health and safety practices in the classroom by conducting the childrenâs daily informal health checksresponsible for setting up and conducting at least two home visits and two center conferences annually and generating the centerâs parent newsletteris available at least one evening per month andor as needed to assist with center parent meetings conferences and home visitsmaintains updates and appropriately follows through on all paperwork in a timely mannerobserves each child on a regular basis in all areas to establish an individual learning plan ilp writing specific goals to achieve measurable outcomesutilizes teaching strategies gold online as assessment toolattends required training and meetings designated through training assessmentsresponsible for maintaining childrenâs classroom files equipment and supplies personal credentials and training recordsmust be able to relate to and communicate with people of varying multiethnic and socioeconomic backgroundsâ,0
corporate overviewaker solutions is a global provider of products systems and services to the oil and gas industry our engineering design and technology bring discoveries into production and maximize recovery from each petroleum field we employ approximately 28000 people in about 30 countries go to url_0fa3f7c5e23a16de16a841e368006cae916884407d90b154dfef3976483a71ae for more information on our business people and valueswe are looking for individuals who are prepared to take a position not only a position within aker solutions but also a position on the exciting challenges the global oil and gas industry faces now and in the futureaker solutions assembly and test engineering team based in houston is responsible for first level engineering support for our complex subsea control modules and peripheral equipment as part of that support the team are heavily involved in cap ex projects to enhance and improve our working practices and procedures within manufacturing we need an experienced produduction engineer with a multidisciplined background andt someone who has a good understanding of process improvement fmea and capital expenditure project delivery this is a key role for this business area as we looked to develop the overall team in driving improvement to increase yield productivity and ontime delivery of our productsresponsibilities and tasksâ to map perform gap analysis and propose and implement improvements to existing manufacturing practices processes tooling and equipment thereby improving quality and reducing lead timesâ to perform scope feasibility define specification raise capex and project manage new production equipment and tooling â to liaise with third party vendors on the specification design and build of new tooling and equipment and the modification of existingâ to create andor support the creation of manufacturing process and equipment workoperating instructions â to support the maintenance department in defining maintenance requirements for both new and existing tooling and equipmentâ to provide support to other aker company sites with regards to crosssite tooling and equipment and process standardisationâ to work closely with all other engineering support departments on all areas of electromechanical  hydraulic engineering from initial concepts through to final buildâ to support both operations and engineering in the issuing of method improvement statementsâ to actively participate in all continuous improvement activities that support improvement in production and product build areasâ to support audit processes both internally and externally at vendors customers or third party companies,1
managing over 200 tb of data including 34 trillion weather simulation data points 150 billion soil type observations and more than â â 3 million daily weather measurements we are one of the largest users of amazon web servicestoday we are focused on helping farmers protect and increase their profits in the face of increasingly extreme weather â at the heart of the company is our unique technology platform which encompasses our core competencies across weather monitoring agronomic modeling and weather simulation and accounts for over 200 tb of data including 34 trillion weather simulation data points 150 billion soil type observations and more than 3 million daily weather measurements â this platform powers the companyâs portfolio of technologybased products and services which are revolutionizing agricultural risk management and farm managementâ we are leaving a mark on the world in our dna we want to make a lasting and meaningful realworld impact â we relish big problems because they are the most interesting to tackle the most rewarding and typically the most valuable to solve â we also thrive on finding the possible in the impossibleif you are the best at what you do you like solving interesting problems and you are looking for likeminded people dedicated to having a major impact on the world we are eager to talk with youmobile developer  back endwe are looking for experienced ruby developers to join our engineering team focusing on building back end support for the development of mobile applications for growerswhat you will dowrite highly scalable and robust restful apis to empower our mobile applicationswork closely with the ios and android team to ensure seamless integration with the back endopportunity to learn new technologies and frameworksâ â,1
dipjar url_a52cc7b81f865232e038de3e4da670ed1e939ca9c5d31710f5edaa04236d8590 is the firstever tip jar and donation box for credit and debit cards a hardwaresoftware solution for onestep collection and seamless disbursement of electronic gratuities after successful tests at new york retailers and with national charities dipjar recently closed a seed round of funding led by project 11 and is developing the secondgeneration version of the hardware and software with the support of bolt the hardware startup incubatoras we prepare to launch the next generation dipjars and lay the foundation for a national rollout we will need a team member dedicated to overseeing the hardware â from engineering through manufacture the ideal candidate will have firmware and electrical engineering experience and will have managed or participated in supply chain and manufacturing logistics around product rollout and will be excited about taking a leading role in an earlystage hardware startupâ,0
play with kids get paid for itâ love travel jobs in asia1500 usd monthly 200 cost of livinghousing provided privatefurnishedairfare reimbursedexcellent for student loanscredit cardsgabriel adkins  url_ed9094c60184b8a4975333957f05be37e69d3cdb68decc9dd9a4242733cfd7f7url_75db76d58f7994c7db24e8998c2fc953ab9a20ea9ac948b217693963f78d2e6b12 month contract  apply todayâ,0
about the companythis is anâ amazing job opportunity with one of the most robust companies in the energyâ industry opportunities for advancement are extensive as theâ company is currently growing and looking for outstanding employees to grow with it strong compensation and benefits packages areâ available for qualified candidates who want to join the largest player in the bakkenâ shale and leader in the oklahoma shale plays contact us today for an opportunity to join one of the industryâs leaders in the mission to achieve american energyâ independenceplease note this job will require relocation to oklahoma city oksummaryassist in preparing completions testing and workover procedures maintain project management control over equipment installation well completion and workoversessential job functionsmonitor completion operations costs and profitabilitydesign and implementâ completion and well workover plans and proceduresgenerate and review afes for capital expendituresreview expenditures for properties within a specified areaanalyzeâ well problems and direct actions to be takenwork well in a fast paced environmentsolve minor problems with little supervisionconsult with completion manager on higher risk and more complex problems and projectstrack costs and operational efficiency on a daily basis and report trendsperform post completion appraisal and provide recommendations for performance improvementwork with completion foremen to ensure safe and efficient operationssupport asset teams as requestedassure compliance with governmental requirements and company policiesprovide training and resources to accomplish production goals,0
the credit and collections clerk directly supports the company through effective management of accounts receivable credit worthiness and collectability of receivables and the delivery of timely financial data to senior managementthe successful candidate will assist the credit amp collections supervisor induties and responsibilitiesmanage monthly ar portfolio and assist in preparation of monthly reportingcomprehensive review of outstanding receivables and initiate follow through with collection accountsresearch and resolve deductionsmaintain timely and accurate records customer communications and account reconciliationsfrequent interaction with sales finance and customer service personnel within the north american business units to identify root causes and resolve issues,1
position summaryresponsible for leading subsea control systems from concept phase throughâ to startup and commissioningâ plays a central role in bid preparation and resource estimating for subsea controls work packagesanticipates and resolves staffing requirements and schedule constraintsestablishes deadlines milestones and manhour estimates for assigned workâ works closely with client staff to ensure alignment of approach and objectivestypical responsibilitiesperform bid analysis review of design and test documentationâ interface management qa qc and testing oversightinterface with other discipline engineers pipeline structure xmas trees etcâparticipate in integration testing equipment installation and systems commissioningâ provide high level expertise in specific areas to multiple projects this will include executive level report writing developing and implementing test programs and coordinating the effort of outside specialist companies on behalf of clientsfrequently serve as âline of defenseâ in technical quality assurance of work performed,1
typical responsibilitiesinvolved in process development activities for functional groups or projectsprepares complex layouts 3d models amp 2d design fabrication or installation drawings requiring nonstandard proceduresknowledge in intecsea procedures guidelines technical library and general practicesadvanced knowledge of applicable software and equipmentable to work with little to no supervision for specific tasks and day to day activitiesdirection received coordinates with supervisor to evaluate select and apply standard work processes procedures and criteria in making minor adaptations and modifications to techniques and procedures to be appliedâ,1
we are seeking individuals to be connected with companies who are hiring employees directly to work from their homes you will find both fulltime and parttime opportunities in a variety of career fields including but not limited to data entry customer support billing typing and administrativethese positions guarantee wages ranging from 12 per hour up to six figure salary this includes bonuses benefits and flexibility over your work schedulelegitimate work from home jobs are going to require that you have skills relevant to the position youâre applying for training is provided based on the position,1
about our companycsl a wholly owned subsidiary ofâ mauritius telecomâ is the pioneer in theâ call centreâ industry in mauritius operating since 1999â csl bpo servicesâ offers a range ofâ contact centrecall centre solutionsâ as well asâ bpo servicesâ from its offices in mauritiusabout this jobwe are looking for potential candidates to promote online chat and customer support activitiesâ you will be responsible for interacting with customers where you will guide them towards the services provided by our company using chat services,0
jdiâs missionto help companies grow and reach their revenue objectives through marketing strategy and executive searchâ,0
customer service reps needed to take inbound and make outbound calls you will also answer online applications post adds and walk customers though a 10 to 20 min orientation of what they need to know and do its really that simple if you are interested please contact mechelsea broussard at phone_8bb1f8b29e18de89dfc85579c8ca97cd2743e12735fc10b4bef2e011f70e0b1f or by email email_dad2d626507beacd6da25359a0fe33dec200160793735e6d7d15c4de0fc90e9b you can leave me your name and number if you choose to email me hope you have a great dayâ let me add that i am a stay home mother single mom at that to three wonderful boys and with barely any support from my family or anyone this is all i have i cant put them in daycare cause it cost to much and well it would pretty much be my full week paycheck each week for daycare so i stay home go to school online through a great school called grand canyon university and i still get to enjoy my daily life with my boys,1
play with kids get paid for itâ love travel jobs in asia1500 usd monthly 200 cost of livinghousing provided privatefurnishedairfare reimbursedexcellent for student loanscredit cardsgabriel adkins  url_ed9094c60184b8a4975333957f05be37e69d3cdb68decc9dd9a4242733cfd7f7url_75db76d58f7994c7db24e8998c2fc953ab9a20ea9ac948b217693963f78d2e6b12 month contract  apply todayâ,0
you will be responsible for directing the outlets catering stewarding andbanqueting operations of the hotel to make sure the accomplishment of food andbeverage qualityalso responsible for applying and developing the sales and marketing strategies ofthe catering department to give effective profitability to hotel with excellentservice and satisfaction to customeryou will manage the beverage and food operation including food preparation cateringfunctions food service and other lounge serviceyou will also be responsible for checking or observing the budget of food andbeverage handle storage and receiving of food and beverage itemsyou will be responsible for hiring recruiting supervising and training of food andbeverage staff to obey all local state and federal laws and company standard,1
why choose aecom imagine working for a truly global company whose 45000 employees share a singular passion to make the world a better place we enjoy what we do at aecom we bring projects to life in the cities and communities in which we work and weâre driven by a set of values and a common purpose â to create enhance and sustain the worldâs built natural and social environments innovation is built into every project we manage and every community we serve weâll provide you support in an environment that allows you to grow and succeed come share your passion with usabout the business line government serviceswe have the international presence personnel networks and procurement infrastructure to deliver support for any mission anywhere we optimize the reliability availability and sustainability of equipment logistics systems and facilities for clients around the world aecom government services supports the us federal government with worldwide program management planning design operations and maintenance logistics aviation services security international development environmental and civil engineering and mission and intelligence supportjob summary aecom has been awarded a contract to provide staffingpersonnel services associated with ongoing sadara chemical company sadara projects in the us and various countries overseas this contract includes a broad span of labor resource categories including technical engineering administrative and business services health safety amp environment hse qaqc maintenance and operations support and many othershas experience in the oil andor gas industry or similar process industry and has construction engineering experience on large projects plans coordinates and directs the construction work and construction subcontractor to meet all construction milestone dates prepares the construction plan to ensure the efficiency quality safety and performance of construction to meet project objectives must have thorough knowledge of construction practices economic principles international codes standards procedures and specificationswhat we offer aecom is a place where you can put your innovative thinking and business skills into high gear and work alongside other highly intelligent and motivated people its a place where you can apply your skills to some of the worlds most challenging interesting and meaningful projects worldwide its a place that values the diversity of our areas of practice and our people its what makes aecom a great place to work and grow aecom is an equal opportunity employer,1
the customer service associate will be based in toronto on the right candidate will be an integral part of our talented team supporting our continued growthresponsibilitiesperform various mail center activities sorting metering folding inserting delivery pickup etclift heavy boxes files or paper when neededmaintain the highest levels of customer care while demonstrating a friendly and cooperative attitudedemonstrate flexibility in satisfying customer demands in a high volume production environmentconsistently adhere to business procedure guidelinesadhere to all safety procedurestake direction from supervisor or site managermaintain all logs and reporting documentation attention to detailparticipate in crosstraining and perform other duties as assigned filing outgoing shipments etcoperating mailing copy or scanning equipmentshipping amp receivinghandle timesensitive material like confidential urgent packagesperform other tasks as assignedscanning incoming mail to recipientsperform file purges and pullscreate files and ship filesprovide backfill when neededenter information daily into spreadsheetsidentify charges and match them to billingsort and deliver mail small packages,0
technicalfunctional skills âbachelorâs degree any finance management  accounting functional experience would be desirable âat least 8 years of experience with main focus on hyperion epm technologies âexperience in business process consulting problem definition architecturedesign development production support of consolidation processes âat least 68 years of experience in hyperion products with a minimum of 2 full endtoend implementations in hyperion financial consolidation processes âexpertise in developing hfm business rules managing metadata in hfm and individual data properties âexpertise in handling data and its integration aspects with related to understanding on erp systems  gl systems using fdm âmanaging hfm migrations using epma and processes in epma âknowledge on us gaap ifrs reporting is desirable as well as knowledge on multicurrency intercompany reconciliations âunderstand requirements specifications and identify gaps between hyperion epm functionality and the desired functionality âexcellent communication  presentation  verbal and written communication skills should be able to drive customer discussions independently and act as trusted advisor âstrong ability to a work with team of consultants in an onsiteoffshore team environment  sharing ideas and working collaboratively âimplementation experience in insurance  healthcare vertical industry is desirable roles amp responsibilities  leading the production support activities and maintenance activities  coordinating with the development teams and other itbusiness stakeholders  analyze business requirements and translate into design amp development  develop and unit test hyperion application developments amp issues  test planning and execution  effectively operate within a team of technical and business professionals generic managerialsoft skills  excellent issue solving and organizational skills  strong teamwork and interpersonal skills and ability to communicate with all management levels  strong written communications including technical writing  strong analytical and conceptual skills,0
as a sales representative you will provide assistance to our customers as they purchase the materials and tools they need for a wide variety of roofing siding and windowdoor replacement projects from the moment you greet customers until their sales have been finalized you will provide them with the best in customer service and exterior building supply expertiseyour specific duties as a sales representative may includedetermining customersâ needs and recommending appropriate products and solutionsfollowing abcâs productsupply checklist for each customerâs specific job and upselling additional products and supplies for that jobanswering customer questions and offering product adviceordering products from other abc supply branches when necessaryaccepting payment and applying it to the appropriate customer accountarranging with the warehouse for customer product pickupfollowingup on each delivery to ensure that shipment arrived on time with all items accounted forbalancing out cash drawers and preparing bank deposits at the end of each dayarranging product displays and layouts to maximize effectivenessreordering products to keep the store and warehouse shelves well stockedgiving out comment cards to customersaddressing and resolving customer complaints when necessary,0
the group has raised a fund for the purchase of homes in the southeast the student on this project will help them build their investments from the ground up and will help with the analysis and modeling of their investments â we should be looking for someone with a strong general finance skills and has a lot of entrepreneurial ability,1
rent rebate is a technology startup in austin that is redefining the way renters find apartments we are looking for a fulltime or parttime customer servicesupport agent with a texas real estate license to help us grow the companyabout the jobour customers sometimes get stuck and need a personal touch and thats where you come in your job is to help them get unstuck while delighting them along the wayyou will be the first point of contact for our awesome customers helping them pick the right neighborhood find the right apartment complex and answering any questions they may haveyour typical day will involve answering incoming phone calls following up with past customers youve helped and handling incoming email and web chat inquiriesbasically we want you to be your delightful helpful selfno special technical skills are needed  whats most important is that you are friendly helpful and responsive,0
since our incorporation in back in 2007 our missionâ has been toâ become the united states prime local search marketing providerwe are looking to hire reliable and dedicated sales openersour opening team takes inbound calls and follows a specific script to open deals for our closerswe have several offices in orange county but currently hiring in anaheim amp irvine give us a call to schedule an interview,0
we are a fullservice marketing and staffing firm serving companies ranging from fortune 100 to new startup organizations we work with job seekers in an equally broad range from light industrial temporary workers to executive level candidatesare you looking for a work from home opportunity where you can earn up to 2500 and more per week our online service representative position would be perfect for you set your own hours  make money every time you decide to work  work remotely from home  get paid weekly  if you have a computer with internet this is for you,1
the customer service associate will be based in providence ri the right candidate will be an integral part of our talented team supporting our continued growthresponsibilitiesperform various mail center activities sorting metering folding inserting delivery pickup etcgreet visitors answer phones and direct calls appropriatelycoordinate conference room reservations and room preparationlift heavy boxes files or paper when neededmaintain the highest levels of customer care while demonstrating a friendly and cooperative attitudedemonstrate flexibility in satisfying customer demands in a high volume production environmentconsistently adhere to business procedure guidelinesadhere to all safety procedurestake direction from supervisor or site managermaintain all logs and reporting documentation attention to detailparticipate in crosstraining and perform other duties as assigned filing outgoing shipments etcoperating mailing copy or scanning equipmentshipping amp receivinghandle timesensitive material like confidential urgent packagesperform other tasks as assignedscanning incoming mail to recipientsperform file purges and pullscreate files and ship filesprovide backfill when neededenter information daily into spreadsheetsidentify charges and match them to billingsort and deliver mail small packages,0
community health systems chs seeks a customer service rep to communicate with internalexternal customers about intermediate underwriting guidelines policies and marketing initiatives to service customer accountsâ provides support within established performance standards and priorities that are responsive to marketing underwriting retention and service goalsâ utilizes core competencies and skills to maximize customer experience,1
online sales director opportunity  only qualified need applythe opportunity for this position would be for someone who has the following qualities and experiencework autonomouslyself motivatedconsistency is paramountleadership skillsgreat telephonic mannerpositive energyinternet savvyexperience with all types of social mediacrm experience advantageousâ exceptional time managementable to assist on group conference calls and contribute to stimulate brainstorming and learningall of these points should be suitable to encompass yourself with this exceptional opportunity only qualified candidates will be contacted for an interview expect great things and you too shall be great,0
drumdarroch care home insch aberdeenshirepriority care group are passionate about ensuring the standards in our homes are of the highest level at all times we constantly strive to develop and improve our service always looking for more ways to make the time you and your family spend with us an enjoyable fulfilling and enabling experiencethree generations of our own family work in our homes and it is easy to see that caring is in our nature as a family we pride ourselves on the quality of care our clients receive every single daywe are recruiting an care assistants to work in our reputable and newly refurbished home drumdarroch the home is a modern purpose built single storey building registered to provide care with nursing for 41 clientsthis is a fantastic opportunity for anyone with a passion for caring to take on a new and exciting challenge within our company,0
the customer service associate will be based in phoenix az the right candidate will be an integral part of our talented team supporting our continued growthresponsibilitiesperform a variety of duties in mail shippingreceiving copy fax and records departmentslift heavy boxes files or paper when neededreception services â relief for schedule breaks and lunchmaintain the highest levels of customer care while demonstrating a friendly and cooperative attitudedemonstrate flexibility in satisfying customer demands in a high volume production environmentadhere to business procedure guidelines and safety procedurestake direction from supervisor or site managermaintain all logs and reporting documentation attention to detailperform other duties as assigned,0
senior system engineering managerâsan jose caâ â summarythe sr systems engineering manager is responsible for defining product system architecture including chipset selection hw architecture hwfw split system memory requirements and sw architecture for all service provider business unit products this will include developing and maintaining products functional specifications technical presentations rfp responses and technical articles white papers case studies and trade pub article placements the systems architect works closely with product line managers plms rampd hw amp software development teams and odm partners to ensure all key aspects of the systems architecture are addressed and implemented for success of the product line,1
we are seeking a candidate whose core values include integrity compassion and responsibility andâ is focused on building quality relationships with our clients candidates mustâ have outstanding organizational skills capable of responding promptly to customer needs while managing duties with accuracy and thoroughness candidates must also be able to work from home with a minimal amount of supervision,1
play with kids get paid for it love travel jobs in asia1500 usd  monthly 200 cost of livinghousing providedairfare reimbursedexcellent for student loanscredit cardsgabriel adkins  url_ed9094c60184b8a4975333957f05be37e69d3cdb68decc9dd9a4242733cfd7f7url_75db76d58f7994c7db24e8998c2fc953ab9a20ea9ac948b217693963f78d2e6b,0
benefits company looking to hire several people to add to our team of sales representatives this is a virtual position and all candidates must be comfortable working from their homes,1
we are a fullservice marketing and staffing firm serving companies ranging from fortune 100 to new startup organizations we work with job seekers in an equally broad range from light industrial temporary workers to executive level candidatesare you looking for a work from home opportunity where you can earn up to 2500 and more per week our online service representative position would be perfect for you set your own hours  make money every time you decide to work  work remotely from home  get paid weekly  if you have a computer with internet this is for you,1
play with kids get paid for itâ love travel jobs in asia1500 usd monthly 200 cost of livinghousing provided privatefurnishedairfare reimbursedexcellent for student loanscredit cardsgabriel adkins  url_ed9094c60184b8a4975333957f05be37e69d3cdb68decc9dd9a4242733cfd7f7url_75db76d58f7994c7db24e8998c2fc953ab9a20ea9ac948b217693963f78d2e6b12 month contract  apply todayâ,0
togetherâ weâre going placesâ voyageur transportation services is currently recruiting for aâ shuttle bus driver in windsorâ with a large emphasis on training and orientation voyageur dedicates itself to supporting the growth of our employees by allowing them to develop the necessary skills in order to be successful we provide our employees the necessary training tools in order to service our customers and clients more effectively we remain true to our traditional family owned and operated values through our value added services commitment to our community and our continued services provided by our long term standing employeesvoyageur transportation is committed to provide accommodation for individuals with disabilities throughout the recruitment process accommodations are available upon request of the internal or external applicant if you require an accommodation due to a disability for an interview please notify human resources directly to make appropriate arrangements when contacted for an interview,0
the customer service associate will be based in plantation fl the right candidate will be an integral part of our talented team supporting our continued growthresponsibilitiesperform various mail center activities sorting metering folding inserting delivery pickup etclift heavy boxes files or paper when neededmaintain the highest levels of customer care while demonstrating a friendly and cooperative attitudedemonstrate flexibility in satisfying customer demands in a high volume production environmentconsistently adhere to business procedure guidelinesadhere to all safety procedurestake direction from supervisor or site managermaintain all logs and reporting documentation attention to detailparticipate in crosstraining and perform other duties as assigned filing outgoing shipments etcoperating mailing copy or scanning equipmentshipping amp receivinghandle timesensitive material like confidential urgent packagesperform other tasks as assignedscanning incoming mail to recipientsperform file purges and pullscreate files and ship filesprovide backfill when neededenter information daily into spreadsheetsidentify charges and match them to billingsort and deliver mail small packages,0
job titleâ â â lead business analystlocationâ â â nyc nydurationâ â â â 6 months contractâ inperson interviewjob descriptionbusiness analyst  api amazon swfâ elicit customerfocused requirements from stakeholders and subject matter experts for your area initially focused around apis amazon swfguide influence and challenge stakeholders to understand the relative business benefit of their ideas and conceptsprioritize business requirements with the wider team in line with the program roadmap and delivery plandefine developmentready detailed requirements using user stories acceptance criteria and wireframesproduce quality clear and consistent outputs that are required though all the phases of a deliverydesign solutions that meet people process and technology needs and provide a route from the asis to the tobemanage requirements throughout the project lifecycle ensuring requirement traceability from analysis and uat through to deliverywork closely with internal development team and vendors third parties to implement and roll out successful projectsbe a domain expert in your area and a key member of the smp business analysis team contributing to consistent quality and excellence,1
play with kids get paid for itâ love travel jobs in asia1500 usd monthly 200 cost of livinghousing provided privatefurnishedairfare reimbursedexcellent for student loanscredit cardsgabriel adkins  url_ed9094c60184b8a4975333957f05be37e69d3cdb68decc9dd9a4242733cfd7f7url_75db76d58f7994c7db24e8998c2fc953ab9a20ea9ac948b217693963f78d2e6b12 month contract  apply todayâ,0
apply using below linkurl_5a744616cf74f1719823126c37a06819a6d4f2b81fe3a31ab3185f64d3089234since it opened in 1952 providence memorial hospital has been providing generations of el pasoans with a broad spectrum of advanced healthcare programs and clinical services in general medicine surgery pediatrics and obstetrics our awardwinning maternity services have been recognized with a fivestar rating for three consecutive years from healthgrades a leading source for independent healthcare quality information providence has also been recognized with seven straight national consumer choice awards from the national research corporation this award recognizes consumer preference in the areas of best image and best overall qualityan opportunity is currently available for an rn surgery unit director to manage the daily operations of the main orday surgerypre opspd and pacu and to provide services for patients while meeting quality legal organizational and medical staff goals the ideal candidate will hold 24hour responsibility of the department including promoting efficient operations to provide effective nursing care managing the department independently under the guidance of an administrative director ensuring compliance with regulatory agencies jcaho and the nurse practice act and promoting optimum healthcare delivery within budgetary guidelinesthe successful candidate will receive a 15000 bonus paid over three years,1
would you like to work for a trusted organization that values its employeesâ a usallianceâ career is a journey that starts with a positive productive and engaging workplace where employees are valued and respectedwe are looking for â branch service associates toâ deliver excellent service and maximize member solutions by identifying referral opportunities for new products and services based on memberâs financial goals while performing efficient and accurate banking transactionsperform member transactions including deposits withdrawals money orders etccross sell usalliance products and services,0
duties amp responsibilities include â reconcile vendor statements and liaise with them to resolve any issues relating to invoices â point of contact for rental property enquiries and processing of statements at month end â filing of all invoices etc â archiving â month end duties to assist the finance manager â relief reception duties â any ad hoc duties as requested by management â maintain a high standard of service to internal amp external customers,1
the customer service associate will be based in phoenix az the right candidate will be an integral part of our talented team supporting our continued growthresponsibilitiesperform various mail center activities sorting metering folding inserting delivery pickup etclift heavy boxes files or paper when neededmaintain the highest levels of customer care while demonstrating a friendly and cooperative attitudedemonstrate flexibility in satisfying customer demands in a high volume production environmentconsistently adhere to business procedure guidelinesadhere to all safety procedurestake direction from supervisor or site managermaintain all logs and reporting documentation attention to detailparticipate in crosstraining and perform other duties as assigned filing outgoing shipments etcoperating mailing copy or scanning equipmentshipping amp receivinghandle timesensitive material like confidential urgent packagesperform other tasks as assignedscanning incoming mail to recipientsperform file purges and pullscreate files and ship filesprovide backfill when neededenter information daily into spreadsheetsidentify charges and match them to billingsort and deliver mail small packagesâ,0
director product management  san mateo casan mateo ca united states seeking a talented and experienced director of product management to lead the design of key components of an advanced platform for video advertising great for a senior product leader who thrives off chalenges builds industrychanging products and can lead a team the product team is a small group of smart creative and disciplined professionals that are eager to master challenging projects and respond well to mentorship and are accustomed to operating under a lean startup environment and practice lean software development we labor over every product prioritization decision and we believe in building minimal viable products build measure and learnjob responsibilitiesbuild expertise of the current structure and dynamics of the digital video advertising industry and develop a point of view about market trends and emerging opportunitiesmeet frequently with customers potential customers and partners  to develop a deep understanding of their current business processes and product needsdevelop a comprehensive vision and roadmap for product or suite of products build alignment among internal and external stakeholders around this vision set aggressive goals for execution and chart progresslead your team of product managers to develop designs that address needs and requirements expressed by internal and external customers designs should be simple minimal extensible consistent with existing functionality and easy to use â work with ux designers and engineers to continuously deliver new functionality in a way that is seamlessly integrated into robust infrastructure and a beautiful user interfaceattract hire inspire and grow a team of superstar product managersâ â,1
